"gamename",positive,negative,rating
"Sweet House Love",10,9,0.5156
"Sweet Lily Dreams",64,66,0.4941
"Sweet Love",7,0,0.7326
"SWEET MILF",33,5,0.7461
"Sweet Pea",6,1,0.6662
"sweet pool",136,17,0.8035
"Sweet Seasons",8,1,0.6944
"Sweet Solitaire: School Witch",8,1,0.6944
"Sweet Thomas",11,1,0.7242
"Sweet Time",1,1,0.5
"Sweet Tooth",0,2,0.3592
"Sweet Tooth 2",0,1,0.4058
"Sweet Tooth 3",2,3,0.4583
"Sweet Treats",2,0,0.6408
"Sweet Volley High",55,24,0.6437
"Sweetest Monster",410,26,0.8697
"Sweetest Thing",2,0,0.6408
"Sweezy Gunner",185,41,0.7564
"Sweven",24,9,0.6487
"Swift",5,1,0.6478
"Swiftly",63,65,0.494
"Swim Out",28,6,0.7126
"Swimsanity!",16,2,0.7286
"SWINE HD Remaster",650,31,0.8907
"Swing & Miss",3,1,0.596
"Swing Dunk (Beta)",54,12,0.7284
"Swing Lord",9,0,0.75
"Swing the cat",3,0,0.6706
"Swinger-Man",2,2,0.5
"Swingin Swiggins",4,3,0.5332
"SwingStar VR",17,1,0.7613
"Swingy boy",4,1,0.6251
"Swingy Sword",3,1,0.596
"Swipe Fruit Smash",20,15,0.5471
"Swipecart",248,296,0.4625
"SWISCAPE",3,2,0.5417
"Swiss Alps Jigsaw Puzzles",1,0,0.5942
"Switch - Black & White",37,2,0.8009
"Switch - Or Die Trying",14,4,0.6633
"Switch & Ditch",6,1,0.6662
"Switch Galaxy Ultra",36,56,0.4191
"Switch 'N' Shoot",84,3,0.8446
"Switchblade",136,71,0.6408
"Switchcars",353,34,0.8436
"Swoosh",3,0,0.6706
"Sword and Adventurer",4,2,0.5739
"Sword And Fairy 2",92,5,0.8357
"Sword and Spirit",6,2,0.621
"SWORD ART ONLINE Alicization Lycoris",2985,1857,0.6074
"Sword Art Online Re: Hollow Fragment",1103,263,0.7725
"Sword Art Online: Fatal Bullet",11894,3126,0.7757
"Sword Art Online: Hollow Realization Deluxe Edition",4962,1134,0.7912
"Sword Art Online: Lost Song",993,217,0.7828
"Sword Bros",6,7,0.4789
"Sword Daughter",53,53,0.5
"Sword Game",13,3,0.6793
"Sword Legacy Omen",346,166,0.6489
"Sword Mans",2,4,0.4261
"sWORD MASTER",8,4,0.5897
"Sword Master VR",146,56,0.6778
"Sword 'N' Board",14,16,0.4785
"Sword of Asumi",270,94,0.7008
"Sword of Destiny",102,14,0.7889
"Sword of Rapier",1,0,0.5942
"Sword of the Black Stone",8,2,0.6542
"Sword of the Guardian",36,3,0.7837
"Sword of the Necromancer",108,40,0.6788
"Sword of the Necromancer - Prologue",205,26,0.8123
"Sword of the Samurai",120,10,0.8256
"Sword of the Slayer",4,3,0.5332
"Sword of the Stars Complete Collection",445,55,0.83
"Sword of the Stars II: Enhanced Edition",379,485,0.4467
"Sword of the Stars: The Pit",1178,177,0.8272
"Sword Rogue",262,6,0.889
"Sword Slinger",6,0,0.7217
"Sword With Sauce",4403,810,0.8184
"Sword x Hime",594,165,0.7442
"SwordBall",2,2,0.5
"SwordBounce",17,1,0.7613
"Swordbreaker The Game",323,56,0.7933
"Swordbreaker: Back to The Castle",43,22,0.6158
"Swordia",11,11,0.5
"Swordian Hero",0,1,0.4058
"Swordlord",38,0,0.834
"Swordrite",1,1,0.5
"Swords & Bones",12,1,0.7319
"Swords & Crossbones: An Epic Pirate Story",50,25,0.6214
"Swords & Souls: Neverseen",2292,184,0.8852
"Swords and Sandals 2 Redux",218,72,0.7061
"Swords and Sandals 5 Redux",80,38,0.6357
"Swords and Sandals Classic Collection",764,62,0.8687
"Swords and Sandals Crusader Redux",58,13,0.7294
"Swords and Sandals Medieval",22,9,0.6358
"Swords and Sandals Pirates",23,5,0.7048
"Swords and Sandals Spartacus",22,4,0.7178
"Swords and Soldiers 2 Shawarmageddon",139,59,0.661
"Swords and Soldiers HD",680,184,0.7496
"Swords and Sorcery - Underworld - DEFINITIVE EDITION",60,14,0.7261
"Swords 'n Magic and Stuff",498,34,0.8702
"Swords of Gargantua",165,71,0.6608
"Swords of Gurrah",588,79,0.8277
"Swords with spice",5,4,0.5278
"SWORDSHOT",14,1,0.7453
"Swordsman VR",71,37,0.6191
"SWORDY",63,35,0.607
"SWR JST DX Selective Memory Erase Effect",17,11,0.5683
"Syberia",3045,366,0.8588
"Syberia 2",1290,209,0.8207
"Syberia 3",1355,1343,0.502
"Syberia The World Before - Prologue",788,262,0.7196
"Syder Arcade",559,101,0.7978
"Sydney Hunter and the Curse of the Mayan",43,5,0.7732
"Sydney's World",40,4,0.779
"Syko Swinger",3,0,0.6706
"Sylvio",100,22,0.7446
"Sylvio 2",31,20,0.575
"Sym",30,5,0.7357
"Symbiotic Love",775,30,0.901
"symeCu8e",2,4,0.4261
"Symmetry",101,82,0.6897
"SYMMETRY alpha",31,0,0.8239
"Symphonic Mayhem",2,0,0.6408
"Symphonic Rain",434,19,0.8854
"Symphonics",1,0,0.5942
"Symphony",1211,217,0.809
"Symphony of Delights",3,2,0.5417
"Symphony of Stars",1,4,0.3749
"Symphony of the Machine",8,1,0.6944
"Symploké: La Leyenda de Gustavo Bueno",56,12,0.7331
"Symploké: La Leyenda de Gustavo Bueno (Capítulo 2)",14,1,0.7453
"Symploké: La Leyenda de Gustavo Bueno (Capítulo 3)",7,0,0.7326
"Symulator Farmy 2016",70,83,0.4668
"SYNAPTIC DRIVE",25,53,0.3687
"Synced Warriors",1,0,0.5942
"SYNCH",41,7,0.7444
"Syndrome",163,91,0.615
"Syndrome VR",5,9,0.4204
"Synergia",302,34,0.8296
"Synergy",6897,599,0.8915
"Synonym",1,0,0.5942
"Synonymy",33,35,0.4894
"Synth Drift",3,0,0.6706
"Synth Ninja",1,9,0.2943
"Synth Riders",609,40,0.876
"Synth Swinger",1,0,0.5942
"Synth War Tactics",2,0,0.6408
"Syntherapy",20,0,0.8
"Synthesis Universe -Episode 00-",26,5,0.7194
"Synthesis: Mind, Body and Soul",22,13,0.5849
"Synthetic blood: Mind Shift",10,3,0.6476
"Synthetic Hazard",12,9,0.5433
"Synthetic Love",8,16,0.3966
"SYNTHETIK",7685,393,0.9213
"SYNTHETIK: Arena",1725,175,0.8659
"Synthrally",3,1,0.596
"Synthrun",0,1,0.4058
"Synthwave Dream '85",47,6,0.7704
"Synthwave Hop",3,0,0.6706
"Synzzball",1,0,0.5942
"SYREN",21,17,0.5352
"Syrian Warfare",2838,448,0.8319
"System Crash",186,37,0.7686
"System Goose Overload",54,6,0.784
"System Invaders",28,2,0.7792
"System Shock 2",5367,324,0.9103
"System Shock: Enhanced Edition",1143,109,0.8647
"System Siege",5,3,0.5605
"Systematic Immunity",16,3,0.7033
"Syzygy",7,0,0.7326
"SZEN",4,0,0.692
"T. B. P.",2,0,0.6408
"T.A.P.",17,1,0.7613
"T.A.R.S",8,13,0.4279
"T.E.C. 3001",343,39,0.8315
"Table Football Pro",13,11,0.5259
"Table Games VR",1,0,0.5942
"Table Manners",172,103,0.6023
"Table Soccer Club",2,0,0.6408
"Table Top Racing: World Tour",445,140,0.7224
"Table Top Turrets",3,0,0.6706
"Tabletop Basketball VR",2,1,0.5569
"TableTop Cricket",19,9,0.6138
"Tabletop Gods",85,10,0.7948
"Tabletop Playground",60,38,0.5841
"Tabletop Playground Beta",27,4,0.7403
"Tabletop Simulator",39621,1554,0.9434
"TableTop Soccer",89,21,0.7342
"Tabletopia",850,471,0.627
"Taboos: Cracks",1016,268,0.7575
"Taboos: Flower",2,0,0.6408
"Tachyon Project",41,17,0.6463
"Tachyon Wars",0,1,0.4058
"Tachyon: The Fringe",140,18,0.8021
"Taco Gun",8,0,0.7419
"Taco Tom 2",8,1,0.6944
"Taco Truck Madness",4,1,0.6251
"TacoFace",4,1,0.6251
"Tacoma",2982,485,0.8292
"Tacopocalypse",57,8,0.7701
"Tactera",9,2,0.6676
"Tactic Code",14,2,0.7152
"TACTICAL",11,1,0.7242
"Tactical AR",8,1,0.6944
"Tactical Battle Chronicles: Prelude to a War",1,0,0.5942
"Tactical Chronicle",3,1,0.596
"Tactical Control",48,11,0.7221
"Tactical Craft Online",570,600,0.4887
"Tactical Genius",161,72,0.654
"Tactical Mind",3,0,0.6706
"Tactical Monsters Rumble Arena",3975,479,0.8612
"Tactical Nexus",39,2,0.8048
"Tactical Operations",149,54,0.6868
"Tactical Soccer The New Season",11,15,0.4516
"Tactical Suppression",0,1,0.4058
"Tactical Three Kingdoms (T3K) - Strategy and War",73,32,0.6473
"Tactical Troops: Anthracite Shift",12,1,0.7319
"Tactical Warfare Simulator",1,3,0.404
"Tactics & Strategy Master 2 :Princess of Holy Light",94,52,0.6118
"Tactics & Strategy Master:Joan of Arc",30,17,0.5952
"Tactics 2: War",3,6,0.4167
"Tactics Maiden Remastered",14,0,0.7787
"Tactics Rogue",1,1,0.5
"Tactics V: Obsidian Brigade""",18,3,0.7163
"Tactics: Age of Affliction",1,0,0.5942
"Tactics: Bludgeons Blessing",0,4,0.308
"Tactikk",0,3,0.3294
"TAD: That Alien Dude",1,4,0.3749
"Tadpole Tales",403,36,0.8511
"Tadpole Treble",257,10,0.8766
"Taekwondo Demonstration Team Simulator",3,0,0.6706
"Taekwondo Grand Prix",44,7,0.7523
"TAG WAR",2,1,0.5569
"TAG WAR VR",6,7,0.4789
"Taghia",14,9,0.5669
"Tahira: Echoes of the Astral Empire",83,25,0.7031
"Tahko Alpine Ski",40,5,0.7661
"Tahul",6,1,0.6662
"Taiga",3,0,0.6706
"TAIKER",23,13,0.5921
"Taikou Risshiden",30,5,0.7357
"TAIKU MANSION",104,240,0.3364
"Tail Drift",9,8,0.5171
"Tailor Tales",426,21,0.8809
"Tails",8,1,0.6944
"Tailwind",25,4,0.732
"Tailypo: The Game",0,3,0.3294
"TailzFromTheGrave",1,0,0.5942
"Taima Miko Yuugi",532,56,0.8454
"Taimanin Asagi 1: Trial/??????·???",89,21,0.7342
"Taimanin Collection: Battle Arena",393,119,0.7267
"Taimanin Yukikaze 1: Trial/???????·???",67,13,0.7476
"Taimumari: Definitive Edition",184,47,0.739
"Tainted Fate",14,10,0.5517
"Tainted Grail",681,95,0.8267
"TAISHO x ALICE episode 1",332,25,0.8567
"TAISHO x ALICE episode 2",124,10,0.8282
"TAISHO x ALICE episode 3",63,0,0.857
"TAKANARIA",199,21,0.8249
"Take Care of the Paperwork",7,1,0.6815
"Take Command - 2nd Manassas",45,3,0.8019
"Take Me Home",0,1,0.4058
"Take Off - The Flight Simulator",38,43,0.4773
"Take On Helicopters",392,301,0.5565
"Take On Mars",1021,822,0.5484
"Take That",53,11,0.7347
"Take the Cake",6,4,0.5514
"Take the Dream IX",127,35,0.7227
"Take Thy Throne",138,94,0.5764
"Takedown: Red Sabre",2240,3321,0.4101
"Takelings House Party",150,38,0.7364
"Takelshin",6,0,0.7217
"TAKEN",8,35,0.2865
"Taken Away",7,2,0.6389
"Taken Souls: Blood Ritual Collector's Edition",15,35,0.3612
"Takenoko",20,22,0.4839
"Taking Valhalla VR",1,3,0.404
"Takkyu Tournament Re:Serve",1,0,0.5942
"Takorita Meets Fries",18,1,0.7658
"Takotan - ????",3,0,0.6706
"TAL: Arctic",46,33,0.5603
"TAL: Arctic 2",19,14,0.5496
"TAL: Arctic 3",19,5,0.681
"TAL: Arctic 4",3,0,0.6706
"TAL: Jungle",13,3,0.6793
"TAL: Wizard's Adventures",7,1,0.6815
"Tale of Alamar",1,0,0.5942
"Tale of an Apocalypse",3,4,0.4668
"Tale of Enki: Pilgrimage",15,2,0.7222
"Tale of Fallen Dragons",422,51,0.8308
"Tale of Fortune",10,18,0.409
"Tale of Ninja: Fall of the Miyoshi",8,2,0.6542
"Tale of Palmi",1,2,0.4431
"Tale Of Starship",2,0,0.6408
"Tale of the Fragmented Star: Single Fragment Version / ??????????????",10,5,0.5943
"Tale of Toast",378,344,0.5203
"Talent Not Included",34,6,0.7356
"Tales [PC]",37,7,0.7325
"Tales Across Time",52,14,0.7067
"Tale's Casino Escape",26,4,0.7363
"Tales from Candlekeep: Tomb of Annihilation",1274,512,0.6909
"Tales From Evenfall",3,0,0.6706
"Tales From Off-Peak City Vol. 1",252,1,0.9024
"Tales from Space: Mutant Blobs Attack",627,63,0.8516
"Tales from the Borderlands",15251,749,0.9286
"Tales From The Dragon Mountain 2: The Lair",6,10,0.4283
"Tales From The Dragon Mountain: The Strix",26,41,0.4195
"Tales From The Under-Realm: Hazel",4,1,0.6251
"Tales from the Void",32,14,0.6343
"Tales From Windy Meadow",10,0,0.7571
"Tales From Yeoldeburg",9,5,0.5796
"Tales from Zilmurik",0,1,0.4058
"Tales in the TAXI",3,0,0.6706
"Tales of a Spymaster",18,10,0.591
"Tales of Adventure 2",15,29,0.3915
"Tales of Ancient Nights",4,4,0.5
"Tales of Aravorn: Seasons Of The Wolf",45,12,0.7042
"Tales of Beasteria",0,1,0.4058
"Tales of Berseria",11427,888,0.9028
"Tales of Cosmos",40,8,0.73
"Tales of Destruction",29,109,0.2758
"Tales of Escape",967,423,0.6735
"Tales of Esferia: Araxis",1,0,0.5942
"Tales of Glacier (VR)",0,3,0.3294
"Tales Of Glory",406,84,0.7777
"Tales Of Glory 2 - Retaliation",71,25,0.6791
"Tales of Inca - Lost Land",0,1,0.4058
"Tales of Kongfu",1,1,0.5
"Tales of Lagoona",3,0,0.6706
"Tales of Lagoona 3: Frauds, Forgeries, and Fishsticks",0,1,0.4058
"Tales of Lazo",2,0,0.6408
"Tales of Mahabharata",2,0,0.6408
"Tales of Maj'Eyal",4411,202,0.9202
"Tales of Monkey Island: Chapter 1 - Launch of the Screaming Narwhal",443,55,0.8295
"Tales of Monkey Island: Chapter 2 - The Siege of Spinner Cay",54,7,0.774
"Tales of Monkey Island: Chapter 3 - Lair of the Leviathan",49,5,0.7855
"Tales of Monkey Island: Chapter 4 - The Trial and Execution of Guybrush Threepwood",48,13,0.7041
"Tales of Monkey Island: Chapter 5 - Rise of the Pirate God",62,7,0.7876
"Tales of Nebezem RPG: Red Peril",5,2,0.5997
"Tales of Nebezem: Elemental Link",34,5,0.7493
"Tales of Sorrow: Strawsbrough Town",13,5,0.6306
"Tales of Symphonia",2896,525,0.8166
"Tales of Terror: Crimson Dawn",2,1,0.5569
"Tales of Terror: House on the Hill Collector's Edition",2,1,0.5569
"Tales of the Black Forest",2801,36,0.9428
"Tales of the Deck",12,4,0.6435
"Tales of the Elements",14,6,0.62
"Tales of the Lumminai",4,4,0.5
"Tales of the Neon Sea",1261,256,0.7947
"Tales of the Orient: The Rising Sun",289,54,0.7835
"Tales of the Tiny Planet",12,3,0.6698
"Tales of Vesperia: Definitive Edition",1934,328,0.8203
"Tales Of Wedding Rings VR",48,16,0.6788
"Tales of Winds: Tomb of the Sol Empire",127,26,0.7576
"Tales of Zestiria",6118,1250,0.8077
"Tales Runner",333,264,0.5494
"TaleSpire",313,13,0.8796
"talesshop puzzle ???? ??",204,16,0.8431
"Talewind",45,34,0.551
"Talisman: Digital Edition",4967,1468,0.7525
"Talisman: Origins",92,27,0.7085
"Talisman: Prologue",198,150,0.5571
"Talisman: The Horus Heresy",195,82,0.6665
"Talismania Deluxe",31,0,0.8239
"Talk to Aya",7,2,0.6389
"Talk to Saki",5,2,0.5997
"Talk to Strangers",147,10,0.8413
"Talk to Yuno",6,2,0.621
"Tall Order",1,1,0.5
"Tallowmere",663,59,0.8606
"Tallowmere 2: Curse of the Kittens",166,25,0.7933
"Tally Ho",61,2,0.8344
"Talos VR",0,3,0.3294
"Talsaluq: Tower of Infinity",4,0,0.692
"Talshard",1,0,0.5942
"Talvisota - Winter War",849,112,0.835
"Tamarin",58,31,0.6125
"Tamashii",124,2,0.8715
"Tametsi",305,7,0.8929
"Tamiku",11,0,0.7634
"Tangle Tower",1179,60,0.8987
"Tangled Up!",27,14,0.6071
"Tangledeep",835,145,0.8078
"TANGLEWOOD",72,3,0.8351
"Tango Fiesta",41,31,0.5504
"Tango: The Adventure Game",38,7,0.7357
"Tangrams Deluxe",41,10,0.7114
"TangramsVR",6,8,0.4602
"TaniNani",24,0,0.8103
"Tanita: a plasticine dream",5,1,0.6478
"Tank 51",6,1,0.6662
"Tank Assault X",18,12,0.5644
"Tank Ball",7,2,0.6389
"Tank Battle",82,26,0.6961
"Tank Battle Heroes: Iron Warfare",8,2,0.6542
"Tank Battle: 1944",29,17,0.5895
"Tank Battle: 1945",10,8,0.5327
"Tank Battle: Blitzkrieg",13,7,0.59
"Tank Battle: East Front",15,6,0.6298
"Tank Battle: Normandy",10,4,0.6195
"Tank Battle: North Africa",19,7,0.6452
"Tank Battle: Pacific",16,4,0.68
"Tank Blazers",3,0,0.6706
"Tank Brawl",23,12,0.6037
"Tank Brawl 2: Armor Fury",6,3,0.5833
"Tank Defense Division",3,3,0.5
"Tank Destroyer",213,58,0.7331
"Tank Force",939,570,0.6088
"Tank Game",2,1,0.5569
"Tank Hurricane",0,2,0.3592
"Tank Impact",1,4,0.3749
"Tank Maniacs",28,0,0.8186
"Tank Mechanic Simulator",4033,591,0.8428
"Tank Nova",1,0,0.5942
"Tank of War-VR",6,5,0.5239
"Tank On Tank Digital - West Front",24,15,0.5774
"Tank Operations",37,81,0.3578
"Tank Operations: European Campaign",65,7,0.7921
"Tank Quest",3,0,0.6706
"Tank raid",4,3,0.5332
"Tank Royale",57,5,0.7989
"Tank rush",9,58,0.237
"Tank Slam",5,1,0.6478
"TANK SOULS",0,3,0.3294
"Tank survival Game",5,0,0.7084
"Tank Tread",2,3,0.4583
"Tank Universal",235,190,0.5444
"Tank Universal 2",31,4,0.7546
"Tank Warfare: Tunisia 1943",214,44,0.7676
"Tank Wars: Anniversary Edition",8,1,0.6944
"Tank: The M1A1 Abrams Battle Tank Simulation",9,4,0.6054
"TankBlitz",34,6,0.7356
"TankCraft",3,5,0.4395
"TankDestruction",20,9,0.6215
"Tankex",45,13,0.695
"Tankfight",3,7,0.3972
"Tanki Online",2483,1304,0.6426
"Tanklike",7,0,0.7326
"TANKNAROK",80,6,0.8181
"Tankorama",4,0,0.692
"TANKS",58,2,0.8313
"Tanks 2020",2,2,0.5
"Tanks Endeavor",2,0,0.6408
"Tanks Meet Zombies",4,1,0.6251
"Tanks VR",19,5,0.681
"Tanks vs Aliens",25,6,0.6985
"Tanks With Hands: Armed and Treaded",3,0,0.6706
"Tanks2.DE",51,24,0.6311
"TankVR",15,9,0.5776
"Tanky Tanks",16,1,0.7564
"TankYou!",11,2,0.6897
"TankZone Battle",60,20,0.6834
"Tannenberg",6108,922,0.8432
"Tantal",15,1,0.751
"Tanuki Justice",3,2,0.5417
"Tanuki Sunset",204,12,0.8564
"Tanxy",1,0,0.5942
"Tanzia",54,4,0.8047
"TAOTH - The Adventures of the Herkulez",2,0,0.6408
"Tap Adventure: Time Travel",542,310,0.6183
"Tap Cats: Epic Card Battle",42,18,0.642
"Tap Heroes",942,316,0.7198
"Tap Tap Infinity",662,222,0.7166
"Tap Tap Legions - Epic battles within 5 seconds!",181,145,0.5456
"Tap-A-Zombie",1,0,0.5942
"Taphouse VR",159,12,0.8386
"TapRPG - Homeland",1,0,0.5942
"TAPSONIC BOLD",846,278,0.7222
"TapSonic World Champion VR",41,11,0.7012
"Taptiles",4,0,0.692
"Taras Bulba and platforms of Hoolion",2,0,0.6408
"Tardy",156,12,0.8371
"Tarek",14,2,0.7152
"Target Runner",23,5,0.7048
"Target speed",7,10,0.4487
"Tarim: Guardians",44,12,0.7011
"TAROTICA VOO DOO",20,2,0.7499
"TARS",16,0,0.7869
"Tartapolis",9,2,0.6676
"Tartaron",1,0,0.5942
"TARTARUS",109,92,0.5337
"Tarzan VR",20,12,0.5814
"Task Force 1942: Surface Naval Action in the South Pacific",14,9,0.5669
"Task is to Survive",17,21,0.4648
"Task Men",3,1,0.596
"TaskForce Gamma-13 : An SCP Tale",7,2,0.6389
"TASOMACHI: Behind the Twilight",84,42,0.6279
"Taste of Power",45,18,0.653
"TASTEE: Lethal Tactics",186,43,0.7515
"Tastemaker",553,63,0.8402
"Tasty Blue",375,40,0.8379
"Tasty Jigsaw: Happy Hour",2,0,0.6408
"Tasty Planet",79,20,0.7235
"Tasty Planet Forever",121,17,0.7915
"Tasty Planet: Back for Seconds",317,27,0.8489
"Tatarian aster",2,0,0.6408
"Tatsu",18,8,0.621
"Tattletail",2025,181,0.8768
"Tattoo and Girls",12,3,0.6698
"Taur",761,190,0.7621
"TAURONOS",50,4,0.7984
"Taurus VR",6,0,0.7217
"Tavern Cards",20,9,0.6215
"TAVERN GUARDIANS: BANQUET",51,18,0.6726
"Tavern of Gods",280,57,0.7735
"Tavern Tycoon",513,213,0.6782
"Tavernier",136,39,0.7187
"Taxer Inc",25,10,0.6414
"Taxi",160,165,0.5
"TAXIDERMY",10,6,0.5717
"TAYAL",62,7,0.7876
"Tayutama 2 -you're the only one-",1939,77,0.9151
"Tcheco in the Castle of Lucio",716,72,0.8538
"TCSTRIKERS1",3,1,0.596
"TCVR",1,4,0.3749
"TD Strategy of Three kingdoms/????",3,7,0.3972
"TDP4:Team Battle",365,377,0.493
"TDP5 Arena 3D",108,117,0.4839
"Tea Party Simulator 2015™",464,210,0.6619
"Teacher Lady",37,3,0.786
"Teal",3,0,0.6706
"Team A.R.G. Anthology",3,0,0.6706
"Team Fortress 2",725593,46216,0.9327
"Team Fortress Classic",4850,823,0.8286
"Team Four Star RPG",67,13,0.7476
"Team Indie",57,49,0.5285
"Team Racing League",68,24,0.678
"Team Sonic Racing™",1272,509,0.6917
"Team Up",13,14,0.4883
"Team up with A Magician",40,4,0.779
"Teamfight Manager",1796,318,0.8147
"TeamJumpers",22,16,0.5527
"Team-Z",5,5,0.5
"Tear and the Library of Labyrinths",166,14,0.8339
"Teardown",16763,890,0.9259
"Tears - 9, 10",17,3,0.71
"Tears of a Dragon",17,2,0.7345
"Tears of Avia",35,28,0.5397
"Tears Of Luna",1,0,0.5942
"Tears Revolude",7,5,0.5448
"Tearstone",3,15,0.3041
"Tech Corp.",81,143,0.3887
"Tech Executive Tycoon",9,36,0.2948
"Tech Madness",1,2,0.4431
"Tech Support 2077",7,0,0.7326
"Tech Support: Error Unknown",256,94,0.6918
"Techno Boy",14,0,0.7787
"Techno Tower Defense",2,0,0.6408
"Technobabylon",1114,59,0.8961
"Technolites: Episode 1",4,0,0.692
"TechnoRunner",4,0,0.692
"Technosphere",11,3,0.6593
"TECHNOSPHERE RELOAD",19,2,0.7451
"Technotron Defense",24,5,0.7099
"TechnoTsunami",53,3,0.8142
"TECHPACK",1,0,0.5942
"Techwars Deathmatch",12,7,0.5782
"Techwars Online",78,44,0.6066
"TechWars: Global Conflict",191,80,0.6669
"Teck Boxing 3D",2,1,0.5569
"Tecroroid Assault",1,1,0.5
"Ted by Dawn",26,23,0.5212
"Teddy Floppy Ear - Kayaking",412,120,0.733
"Teddy Floppy Ear - Mountain Adventure",570,74,0.8302
"Teddy Floppy Ear - The Race",707,208,0.7377
"Teddy Terror",32,7,0.7149
"Tee Time Golf",107,17,0.7781
"TEEN DATE SIMULATOR",0,1,0.4058
"Teenage Blob",85,1,0.8611
"Teenage Blob: Paperperson - The First Single",25,1,0.7904
"Teenage Mutant Ninja Turtles: Out of the Shadows",410,348,0.5353
"Teenage Mutant Ninja Turtles: Portal Power",37,27,0.5559
"Teeny Heist",0,5,0.2916
"Teeth Brushing Simulator",107,20,0.763
"Teeworlds",3696,474,0.8549
"Teke Teke - ????",37,28,0.5496
"TEKKEN 7",38992,7723,0.8215
"Tekling",4,0,0.692
"Tekling 2",3,0,0.6706
"Tekling 2: Overdrive",6,0,0.7217
"Teknedia",4,0,0.692
"TeleBlast",2,0,0.6408
"Telecube Nightmare",11,2,0.6897
"Telefrag VR",45,21,0.6305
"Teleglitch: Die More Edition",2311,396,0.821
"Telekinetic",3,8,0.3803
"Telepath Tactics",83,27,0.6929
"Telepathy Zero",19,31,0.4167
"Teleportals. I swear it's a nice game",277,11,0.8779
"Teleporter",8,4,0.5897
"Teleporter: World of Gamers (Alpha)",41,7,0.7444
"Tell a Demon",19,1,0.77
"Tell Me Everything",25,9,0.6546
"Tell Me Why",2138,368,0.8197
"Telling Lies",500,226,0.6627
"Telltale Texas Hold'Em",94,90,0.5086
"Telophase",50,12,0.7184
"Tembo The Badass Elephant",369,131,0.7014
"Tempest",1507,623,0.6869
"Tempest 4000",78,38,0.6313
"Tempest Citadel",33,11,0.6705
"Tempest of the Heavens and Earth",234,20,0.8418
"Templar Battleforce",779,46,0.8854
"Temple Escape",44,7,0.7523
"Temple of Aluxes",22,7,0.6657
"Temple of Apshai Trilogy",2,2,0.5
"Temple of Pizza",2,3,0.4583
"Temple of Rust",65,9,0.7752
"Temple of Spikes",3,0,0.6706
"Temple of the Apsara",37,12,0.6765
"Temple of the Lost",2,2,0.5
"Temple of Xiala",31,28,0.518
"Temple Raid",11,0,0.7634
"Templum de Malum",4,1,0.6251
"Temply Girls",10,3,0.6476
"Tempo Wizard",1,4,0.3749
"Temporal Shift",0,2,0.3592
"Temporal Storm X: Hyperspace Dream",8,1,0.6944
"Temporality",100,16,0.7757
"Temptation",21,21,0.5
"Temptations X",0,1,0.4058
"Temtem",25524,3549,0.8608
"Ten Days to War",0,1,0.4058
"Tenacious",1,1,0.5
"Tenami",17,5,0.6666
"Tender Loving Care",77,25,0.6917
"Tenderfoot Tactics",124,7,0.8439
"TendyTrainer",9,5,0.5796
"TenebriS",1,1,0.5
"Tenebrous Dungeon",7,2,0.6389
"TENET",47,16,0.6757
"TENGAI",33,3,0.7762
"Tengami",1207,282,0.7762
"Tengutana",15,3,0.6959
"TENKYU",1,0,0.5942
"Tennis Arcade VR",20,6,0.6694
"Tennis Elbow 2013",533,36,0.8721
"Tennis Elbow Manager",23,5,0.7048
"Tennis Elbow Manager 2",129,13,0.8168
"Tennis Fighters",22,1,0.7811
"Tennis in the Face",91,9,0.8078
"Tennis Kings VR",1,2,0.4431
"Tennis Story",17,5,0.6666
"Tennis World Tour",204,365,0.3795
"Tennis World Tour 2",63,80,0.4539
"TennisVR",1,7,0.3185
"Tenrow",126,27,0.7525
"TENS!",4,3,0.5332
"Tenshu General",20,9,0.6215
"Tenta Shooter",103,6,0.8369
"Tentacle Girl",758,77,0.854
"Tentacle Manor",8,1,0.6944
"Tentacult!",29,8,0.6888
"Tentlan",54,61,0.4768
"Teodoro",24,1,0.7875
"Teomim Island",1,2,0.4431
"TEOT - The End OF Tomorrow",9,9,0.5
"Tequila Sunrise ?????????",8,1,0.6944
"Tequila Zombies 3",36,15,0.6432
"TERA",4481,1239,0.7624
"TeraBlaster",735,318,0.6736
"Teragard",2,0,0.6408
"Teratini VR",1,1,0.5
"Teratopia",19,0,0.7971
"Teria",8,15,0.4063
"TERMINAL",11,4,0.6321
"Terminal Conflict",32,10,0.6775
"Terminal Hacker",94,73,0.5494
"Terminal Hacker - Into the Deep",3,9,0.3655
"Terminal Singularity",4,1,0.6251
"Terminal squad: Sentinel",11,5,0.6076
"Terminal squad: Swarmites",15,5,0.65
"Terminal Velocity",50,7,0.7661
"Terminator: Resistance",6545,503,0.8989
"Terminus",15,1,0.751
"Termite",13,6,0.6095
"Terra Alia",6,3,0.5833
"Terra Bomber",1,0,0.5942
"Terra Feminarum",42,6,0.7588
"Terra Incognita",1,3,0.404
"Terra Incognita ~ Chapter One: The Descendant",666,348,0.6373
"Terra Incognito - Antarctica 1911",6,1,0.6662
"Terra Lander II - Rockslide Rescue",1,0,0.5942
"Terra Lander Remastered",128,92,0.5657
"Terra Mystica",105,73,0.571
"Terra Nova: Strike Force Centauri",55,1,0.8394
"Terra Randoma",27,2,0.7762
"Terra Tanks: Defenders of the Earth",1,0,0.5942
